Volatility 3 Framework 2.27.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output
14512	11672	Teams.exe	0xb78d0ab39080	0	-	1	False	2020-11-12 06:50:20.000000 UTC	2020-11-12 06:54:20.000000 UTC	Disabled
19608	11672	Teams.exe	0xb78d0d747080	0	-	1	False	2020-11-12 06:54:21.000000 UTC	2020-11-12 06:56:21.000000 UTC	Disabled
14292	11672	Teams.exe	0xb78d0dbd2080	0	-	1	False	2020-11-12 06:56:21.000000 UTC	2020-11-12 06:58:21.000000 UTC	Disabled
20448	11672	Teams.exe	0xb78d0c3c50c0	0	-	1	False	2020-11-12 06:58:21.000000 UTC	2020-11-12 07:02:21.000000 UTC	Disabled
7160	11672	Teams.exe	0xb78d0d67f080	0	-	1	False	2020-11-12 07:02:21.000000 UTC	2020-11-12 07:04:21.000000 UTC	Disabled
20060	11672	Teams.exe	0xb78d0bbe60c0	0	-	1	False	2020-11-12 07:04:21.000000 UTC	2020-11-12 07:06:22.000000 UTC	Disabled
16184	11672	Teams.exe	0xb78cff23e080	0	-	1	False	2020-11-12 07:06:22.000000 UTC	2020-11-12 07:10:22.000000 UTC	Disabled
5012	11672	Teams.exe	0xb78d001e10c0	0	-	1	False	2020-11-12 07:10:22.000000 UTC	2020-11-12 07:12:22.000000 UTC	Disabled
12300	11672	Teams.exe	0xb78d0b7c50c0	0	-	1	False	2020-11-12 07:12:22.000000 UTC	2020-11-12 07:18:22.000000 UTC	Disabled
19696	11672	Teams.exe	0xb78d09315080	0	-	1	False	2020-11-12 07:18:23.000000 UTC	2020-11-12 07:20:23.000000 UTC	Disabled
19488	11672	Teams.exe	0xb78cf9cba080	0	-	1	False	2020-11-12 07:20:23.000000 UTC	2020-11-12 07:22:23.000000 UTC	Disabled
13608	11672	Teams.exe	0xb78d0bee60c0	0	-	1	False	2020-11-12 07:22:23.000000 UTC	2020-11-12 07:26:23.000000 UTC	Disabled
19108	11672	Teams.exe	0xb78cf90c7080	0	-	1	False	2020-11-12 07:26:24.000000 UTC	2020-11-12 07:28:24.000000 UTC	Disabled
14808	11672	Teams.exe	0xb78cf8cea080	0	-	1	False	2020-11-12 07:28:24.000000 UTC	2020-11-12 07:36:24.000000 UTC	Disabled
2520	11672	Teams.exe	0xb78d0d36f080	0	-	1	False	2020-11-12 07:36:24.000000 UTC	2020-11-12 07:38:24.000000 UTC	Disabled
14484	11672	Teams.exe	0xb78cf960e080	0	-	1	False	2020-11-12 07:38:24.000000 UTC	2020-11-12 07:42:25.000000 UTC	Disabled
5048	11672	Teams.exe	0xb78cf9820080	0	-	1	False	2020-11-12 07:42:25.000000 UTC	2020-11-12 07:52:25.000000 UTC	Disabled
14456	11672	Teams.exe	0xb78d09f95080	0	-	1	False	2020-11-12 07:52:25.000000 UTC	2020-11-12 07:54:25.000000 UTC	Disabled
6452	11672	Teams.exe	0xb78d0d0cb080	0	-	1	False	2020-11-12 07:54:26.000000 UTC	2020-11-12 07:58:26.000000 UTC	Disabled
18180	11672	Teams.exe	0xb78d090d9080	0	-	1	False	2020-11-12 07:58:26.000000 UTC	2020-11-12 08:02:26.000000 UTC	Disabled
8128	11672	Teams.exe	0xb78d0dcc0080	0	-	1	False	2020-11-12 08:02:26.000000 UTC	2020-11-12 08:06:26.000000 UTC	Disabled
7316	11672	Teams.exe	0xb78d0e2de080	0	-	1	False	2020-11-12 08:06:27.000000 UTC	2020-11-12 08:08:27.000000 UTC	Disabled
13804	11672	Teams.exe	0xb78d0b2d8080	0	-	1	False	2020-11-12 08:08:27.000000 UTC	2020-11-12 08:10:27.000000 UTC	Disabled
20268	11672	Teams.exe	0xb78d09acb080	0	-	1	False	2020-11-12 08:10:27.000000 UTC	2020-11-12 08:22:27.000000 UTC	Disabled
10488	11672	Teams.exe	0xb78d0d397080	0	-	1	False	2020-11-12 08:14:23.000000 UTC	2020-11-12 08:14:23.000000 UTC	Disabled
1668	11672	Teams.exe	0xb78d0bbf4080	0	-	1	False	2020-11-12 08:22:28.000000 UTC	2020-11-12 08:40:28.000000 UTC	Disabled
4088	11672	Teams.exe	0xb78d0dae9080	0	-	1	False	2020-11-12 08:40:29.000000 UTC	2020-11-12 08:42:29.000000 UTC	Disabled
17436	11672	Teams.exe	0xb78cf98a9080	0	-	1	False	2020-11-12 08:42:29.000000 UTC	2020-11-12 08:58:30.000000 UTC	Disabled
11564	11672	Teams.exe	0xb78cf9d0b080	0	-	1	False	2020-11-12 08:58:30.000000 UTC	2020-11-12 09:06:31.000000 UTC	Disabled
15492	11672	Teams.exe	0xb78cff2ca080	0	-	1	False	2020-11-12 09:06:31.000000 UTC	2020-11-12 09:10:31.000000 UTC	Disabled
9284	11672	Teams.exe	0xb78d09f92080	0	-	1	False	2020-11-12 09:10:31.000000 UTC	2020-11-12 09:12:31.000000 UTC	Disabled
17224	11672	Teams.exe	0xb78d09b24080	0	-	1	False	2020-11-12 09:12:32.000000 UTC	2020-11-12 09:22:32.000000 UTC	Disabled
14444	11672	Teams.exe	0xb78d0aa24080	0	-	1	False	2020-11-12 09:22:33.000000 UTC	2020-11-12 09:28:33.000000 UTC	Disabled
16396	11672	Teams.exe	0xb78d0d3b4080	0	-	1	False	2020-11-12 09:28:33.000000 UTC	2020-11-12 09:36:33.000000 UTC	Disabled
15332	11672	Teams.exe	0xb78cff6bb080	0	-	1	False	2020-11-12 09:36:34.000000 UTC	2020-11-12 09:42:34.000000 UTC	Disabled
13032	11672	Teams.exe	0xb78d0914f080	0	-	1	False	2020-11-12 09:42:34.000000 UTC	2020-11-12 09:46:34.000000 UTC	Disabled
9352	11672	Teams.exe	0xb78d0b9c50c0	0	-	1	False	2020-11-12 09:46:35.000000 UTC	2020-11-12 09:58:35.000000 UTC	Disabled
19012	11672	Teams.exe	0xb78d0931d080	0	-	1	False	2020-11-12 09:58:36.000000 UTC	2020-11-12 10:06:36.000000 UTC	Disabled
15720	11672	Teams.exe	0xb78cfec57080	0	-	1	False	2020-11-12 10:06:36.000000 UTC	2020-11-12 10:10:37.000000 UTC	Disabled
14348	11672	Teams.exe	0xb78d0bec50c0	0	-	1	False	2020-11-12 10:10:37.000000 UTC	2020-11-12 10:16:37.000000 UTC	Disabled
2016	11672	Teams.exe	0xb78d0ad83080	0	-	1	False	2020-11-12 10:14:23.000000 UTC	2020-11-12 10:14:23.000000 UTC	Disabled
6828	11672	Teams.exe	0xb78d0d73f080	0	-	1	False	2020-11-12 10:16:37.000000 UTC	2020-11-12 10:18:37.000000 UTC	Disabled
7896	11672	Teams.exe	0xb78d0d676080	0	-	1	False	2020-11-12 10:18:37.000000 UTC	2020-11-12 10:22:38.000000 UTC	Disabled
13096	11672	Teams.exe	0xb78d05c9f080	0	-	1	False	2020-11-12 10:22:38.000000 UTC	2020-11-12 10:40:38.000000 UTC	Disabled
19896	11672	Teams.exe	0xb78d0dcb2080	0	-	1	False	2020-11-12 10:40:39.000000 UTC	2020-11-12 10:42:39.000000 UTC	Disabled
13372	11672	Teams.exe	0xb78cff2b5080	0	-	1	False	2020-11-12 10:42:39.000000 UTC	2020-11-12 10:48:39.000000 UTC	Disabled
4312	11672	Teams.exe	0xb78d0cf4b080	0	-	1	False	2020-11-12 10:48:40.000000 UTC	2020-11-12 10:58:40.000000 UTC	Disabled
14768	11672	Teams.exe	0xb78d0d390080	0	-	1	False	2020-11-12 10:58:41.000000 UTC	2020-11-12 11:06:41.000000 UTC	Disabled
10812	11672	Teams.exe	0xb78d0009c080	0	-	1	False	2020-11-12 11:06:41.000000 UTC	2020-11-12 11:10:41.000000 UTC	Disabled
7384	11672	Teams.exe	0xb78d0dc72080	0	-	1	False	2020-11-12 11:10:41.000000 UTC	2020-11-12 11:12:42.000000 UTC	Disabled
19712	11672	Teams.exe	0xb78d0a0d1080	0	-	1	False	2020-11-12 11:12:42.000000 UTC	2020-11-12 11:16:42.000000 UTC	Disabled
6276	11672	Teams.exe	0xb78cf9d03080	0	-	1	False	2020-11-12 11:16:42.000000 UTC	2020-11-12 11:18:42.000000 UTC	Disabled
15456	11672	Teams.exe	0xb78d09b03080	0	-	1	False	2020-11-12 11:18:42.000000 UTC	2020-11-12 11:22:43.000000 UTC	Disabled
20048	11672	Teams.exe	0xb78cf8843080	0	-	1	False	2020-11-12 11:22:43.000000 UTC	2020-11-12 11:28:43.000000 UTC	Disabled
8676	11672	Teams.exe	0xb78d0a3e5080	0	-	1	False	2020-11-12 11:28:43.000000 UTC	2020-11-12 11:36:43.000000 UTC	Disabled
19652	740	HxTsr.exe	0xb78d00172080	0	-	1	False	2020-11-12 11:31:23.000000 UTC	2020-11-12 11:31:26.000000 UTC	Disabled
13988	11672	Teams.exe	0xb78d0d2d1080	0	-	1	False	2020-11-12 11:36:44.000000 UTC	2020-11-12 11:42:44.000000 UTC	Disabled
9952	11672	Teams.exe	0xb78cf93b7080	0	-	1	False	2020-11-12 11:42:44.000000 UTC	2020-11-12 11:52:45.000000 UTC	Disabled
18968	11672	Teams.exe	0xb78d0e4d4080	0	-	1	False	2020-11-12 11:52:45.000000 UTC	2020-11-12 11:58:45.000000 UTC	Disabled
10244	11672	Teams.exe	0xb78d0d38f080	0	-	1	False	2020-11-12 11:58:46.000000 UTC	2020-11-12 12:06:46.000000 UTC	Disabled
13008	11672	Teams.exe	0xb78cf91e6080	0	-	1	False	2020-11-12 12:06:47.000000 UTC	2020-11-12 12:10:47.000000 UTC	Disabled
360	11672	Teams.exe	0xb78d00171080	0	-	1	False	2020-11-12 12:10:47.000000 UTC	2020-11-12 12:16:47.000000 UTC	Disabled
11348	11672	Teams.exe	0xb78d0d0c8080	0	-	1	False	2020-11-12 12:14:23.000000 UTC	2020-11-12 12:14:23.000000 UTC	Disabled
6920	11672	Teams.exe	0xb78cf9cc6080	0	-	1	False	2020-11-12 12:16:48.000000 UTC	2020-11-12 12:18:48.000000 UTC	Disabled
18516	11672	Teams.exe	0xb78d0d334080	0	-	1	False	2020-11-12 12:18:48.000000 UTC	2020-11-12 12:22:48.000000 UTC	Disabled
16360	11672	Teams.exe	0xb78d0d845080	0	-	1	False	2020-11-12 12:22:48.000000 UTC	2020-11-12 12:28:48.000000 UTC	Disabled
19804	11672	Teams.exe	0xb78cf91e7080	0	-	1	False	2020-11-12 12:28:49.000000 UTC	2020-11-12 12:30:49.000000 UTC	Disabled
7276	11672	Teams.exe	0xb78d0d848080	0	-	1	False	2020-11-12 12:30:49.000000 UTC	2020-11-12 12:40:49.000000 UTC	Disabled
12772	11672	Teams.exe	0xb78cffd9e080	0	-	1	False	2020-11-12 12:40:50.000000 UTC	2020-11-12 12:42:50.000000 UTC	Disabled
6624	11672	Teams.exe	0xb78d0bde60c0	0	-	1	False	2020-11-12 12:42:50.000000 UTC	2020-11-12 12:48:50.000000 UTC	Disabled
20000	11672	Teams.exe	0xb78d00e0c080	0	-	1	False	2020-11-12 12:48:51.000000 UTC	2020-11-12 12:58:51.000000 UTC	Disabled
16768	11672	Teams.exe	0xb78d0d259080	0	-	1	False	2020-11-12 12:58:52.000000 UTC	2020-11-12 13:00:52.000000 UTC	Disabled
5996	11672	Teams.exe	0xb78d09f1e080	0	-	1	False	2020-11-12 13:00:52.000000 UTC	2020-11-12 13:06:52.000000 UTC	Disabled
6140	11672	Teams.exe	0xb78d09b3d080	0	-	1	False	2020-11-12 13:06:53.000000 UTC	2020-11-12 13:10:53.000000 UTC	Disabled
9124	11672	Teams.exe	0xb78cff2560c0	0	-	1	False	2020-11-12 13:10:53.000000 UTC	2020-11-12 13:12:53.000000 UTC	Disabled
6252	11672	Teams.exe	0xb78d0904b080	0	-	1	False	2020-11-12 13:12:53.000000 UTC	2020-11-12 13:18:53.000000 UTC	Disabled
19552	11672	Teams.exe	0xb78d0dcf7080	0	-	1	False	2020-11-12 13:18:54.000000 UTC	2020-11-12 13:22:54.000000 UTC	Disabled
13176	11672	Teams.exe	0xb78d0d333080	0	-	1	False	2020-11-12 13:22:54.000000 UTC	2020-11-12 13:28:54.000000 UTC	Disabled
19548	11672	Teams.exe	0xb78d0ad87080	0	-	1	False	2020-11-12 13:28:55.000000 UTC	2020-11-12 13:30:55.000000 UTC	Disabled
14812	11672	Teams.exe	0xb78d0d2af080	0	-	1	False	2020-11-12 13:30:55.000000 UTC	2020-11-12 13:36:55.000000 UTC	Disabled
14140	11672	Teams.exe	0xb78d00182080	0	-	1	False	2020-11-12 13:36:55.000000 UTC	2020-11-12 13:40:55.000000 UTC	Disabled
5584	11672	Teams.exe	0xb78d0dc70080	0	-	1	False	2020-11-12 13:41:00.000000 UTC	2020-11-12 13:43:00.000000 UTC	Disabled
552	11672	Teams.exe	0xb78d0db42080	0	-	1	False	2020-11-12 13:43:00.000000 UTC	2020-11-12 13:49:00.000000 UTC	Disabled
18580	11672	Teams.exe	0xb78d0d847080	0	-	1	False	2020-11-12 13:49:01.000000 UTC	2020-11-12 13:53:01.000000 UTC	Disabled
19200	11672	Teams.exe	0xb78cf940e080	0	-	1	False	2020-11-12 13:53:01.000000 UTC	2020-11-12 13:55:01.000000 UTC	Disabled
12792	11672	Teams.exe	0xb78cf7f3a080	0	-	1	False	2020-11-12 13:55:05.000000 UTC	2020-11-12 13:59:05.000000 UTC	Disabled
13792	11672	Teams.exe	0xb78d00ab6080	0	-	1	False	2020-11-12 13:59:05.000000 UTC	2020-11-12 14:01:05.000000 UTC	Disabled
17064	11672	Teams.exe	0xb78cf8fe8080	0	-	1	False	2020-11-12 14:01:06.000000 UTC	2020-11-12 14:05:06.000000 UTC	Disabled
17416	11672	Teams.exe	0xb78d0da57080	0	-	1	False	2020-11-12 14:05:06.000000 UTC	2020-11-12 14:07:06.000000 UTC	Disabled
9972	11672	Teams.exe	0xb78d09ddd080	0	-	1	False	2020-11-12 14:07:15.000000 UTC	2020-11-12 14:11:15.000000 UTC	Disabled
13520	11672	Teams.exe	0xb78d0aa31080	0	-	1	False	2020-11-12 14:11:16.000000 UTC	2020-11-12 14:13:16.000000 UTC	Disabled
8376	11672	Teams.exe	0xb78d0d3c2080	0	-	1	False	2020-11-12 14:13:16.000000 UTC	2020-11-12 14:17:16.000000 UTC	Disabled
17896	11672	Teams.exe	0xb78cffd80080	0	-	1	False	2020-11-12 14:14:23.000000 UTC	2020-11-12 14:14:23.000000 UTC	Disabled
17844	11672	Teams.exe	0xb78d0ce47080	0	-	1	False	2020-11-12 14:17:16.000000 UTC	2020-11-12 14:21:16.000000 UTC	Disabled
4948	11672	Teams.exe	0xb78cf9cc5080	0	-	1	False	2020-11-12 14:21:17.000000 UTC	2020-11-12 14:23:17.000000 UTC	Disabled
9632	11672	Teams.exe	0xb78cff2f0080	0	-	1	False	2020-11-12 14:23:17.000000 UTC	2020-11-12 14:25:17.000000 UTC	Disabled
14776	11672	Teams.exe	0xb78d003e5080	0	-	1	False	2020-11-12 14:25:17.000000 UTC	2020-11-12 14:29:17.000000 UTC	Disabled
5652	11672	Teams.exe	0xb78d054d0080	0	-	1	False	2020-11-12 14:29:17.000000 UTC	2020-11-12 14:31:17.000000 UTC	Disabled
9356	11672	Teams.exe	0xb78d0dc62080	0	-	1	False	2020-11-12 14:31:18.000000 UTC	2020-11-12 14:35:18.000000 UTC	Disabled
20344	11672	Teams.exe	0xb78cf93d0080	0	-	1	False	2020-11-12 14:35:18.000000 UTC	2020-11-12 14:37:18.000000 UTC	Disabled
4452	11672	Teams.exe	0xb78cffebe240	0	-	1	False	2020-11-12 14:37:18.000000 UTC	2020-11-12 14:41:18.000000 UTC	Disabled
14120	11672	Teams.exe	0xb78d053f5080	0	-	1	False	2020-11-12 14:41:19.000000 UTC	2020-11-12 14:43:19.000000 UTC	Disabled
20248	11672	Teams.exe	0xb78d09ca1080	0	-	1	False	2020-11-12 14:43:19.000000 UTC	2020-11-12 14:47:19.000000 UTC	Disabled
14356	11672	Teams.exe	0xb78d0dbf5080	0	-	1	False	2020-11-12 14:47:19.000000 UTC	2020-11-12 14:49:19.000000 UTC	Disabled
3020	11672	Teams.exe	0xb78d09f19080	0	-	1	False	2020-11-12 14:49:20.000000 UTC	2020-11-12 14:53:20.000000 UTC	Disabled
17500	11672	Teams.exe	0xb78d0dc2b080	0	-	1	False	2020-11-12 14:53:20.000000 UTC	2020-11-12 14:59:20.000000 UTC	Disabled
20452	11672	Teams.exe	0xb78d05c1c080	0	-	1	False	2020-11-12 14:59:20.000000 UTC	2020-11-12 15:01:20.000000 UTC	Disabled
11764	11672	Teams.exe	0xb78d05c0e080	0	-	1	False	2020-11-12 15:01:21.000000 UTC	2020-11-12 15:05:21.000000 UTC	Disabled
10724	11672	Teams.exe	0xb78d0d75b080	0	-	1	False	2020-11-12 15:05:21.000000 UTC	2020-11-12 15:07:21.000000 UTC	Disabled
19580	11672	Teams.exe	0xb78cf9cc4080	0	-	1	False	2020-11-12 15:07:22.000000 UTC	2020-11-12 15:11:22.000000 UTC	Disabled
7728	11672	Teams.exe	0xb78d09b0b080	0	-	1	False	2020-11-12 15:11:22.000000 UTC	2020-11-12 15:13:22.000000 UTC	Disabled
6780	11672	Teams.exe	0xb78cf8985080	0	-	1	False	2020-11-12 15:13:26.000000 UTC	2020-11-12 15:17:27.000000 UTC	Disabled
1216	11672	Teams.exe	0xb78cf930a080	0	-	1	False	2020-11-12 15:17:28.000000 UTC	2020-11-12 15:23:28.000000 UTC	Disabled
6732	11672	Teams.exe	0xb78d0a91d080	0	-	1	False	2020-11-12 15:23:29.000000 UTC	2020-11-12 15:25:29.000000 UTC	Disabled
1476	11672	Teams.exe	0xb78d0dcf1080	0	-	1	False	2020-11-12 15:25:29.000000 UTC	2020-11-12 15:31:29.000000 UTC	Disabled
8188	11672	Teams.exe	0xb78d0cee0080	0	-	1	False	2020-11-12 15:31:30.000000 UTC	2020-11-12 15:37:30.000000 UTC	Disabled
11284	11672	Teams.exe	0xb78d09fa1080	0	-	1	False	2020-11-12 15:37:31.000000 UTC	2020-11-12 15:41:31.000000 UTC	Disabled
11440	11672	Teams.exe	0xb78d0d25a080	0	-	1	False	2020-11-12 15:41:32.000000 UTC	2020-11-12 15:43:32.000000 UTC	Disabled
18428	11672	Teams.exe	0xb78d0e2e2080	0	-	1	False	2020-11-12 15:43:32.000000 UTC	2020-11-12 15:53:32.000000 UTC	Disabled
3712	11672	Teams.exe	0xb78d0c3c6080	0	-	1	False	2020-11-12 15:53:33.000000 UTC	2020-11-12 15:55:33.000000 UTC	Disabled
20072	11672	Teams.exe	0xb78d0016c080	0	-	1	False	2020-11-12 15:55:33.000000 UTC	2020-11-12 16:01:33.000000 UTC	Disabled
20148	11672	Teams.exe	0xb78d0a506080	0	-	1	False	2020-11-12 16:01:34.000000 UTC	2020-11-12 16:05:34.000000 UTC	Disabled
8292	11672	Teams.exe	0xb78d0d8d9080	0	-	1	False	2020-11-12 16:05:34.000000 UTC	2020-11-12 16:07:34.000000 UTC	Disabled
2484	11672	Teams.exe	0xb78cf9eef080	0	-	1	False	2020-11-12 16:07:34.000000 UTC	2020-11-12 16:11:34.000000 UTC	Disabled
19020	11672	Teams.exe	0xb78d09653080	0	-	1	False	2020-11-12 16:11:35.000000 UTC	2020-11-12 16:13:35.000000 UTC	Disabled
15832	11672	Teams.exe	0xb78d09f1a080	0	-	1	False	2020-11-12 16:13:35.000000 UTC	2020-11-12 16:17:35.000000 UTC	Disabled
6848	11672	Teams.exe	0xb78d0c3e2300	0	-	1	False	2020-11-12 16:14:23.000000 UTC	2020-11-12 16:14:23.000000 UTC	Disabled
7304	11672	Teams.exe	0xb78d0b7ec080	0	-	1	False	2020-11-12 16:17:35.000000 UTC	2020-11-12 16:21:35.000000 UTC	Disabled
6524	11672	Teams.exe	0xb78d0bec8080	0	-	1	False	2020-11-12 16:21:36.000000 UTC	2020-11-12 16:23:36.000000 UTC	Disabled
2036	11672	Teams.exe	0xb78d0b8ea080	0	-	1	False	2020-11-12 16:23:36.000000 UTC	2020-11-12 16:25:36.000000 UTC	Disabled
17592	11672	Teams.exe	0xb78d0b8e9080	0	-	1	False	2020-11-12 16:25:37.000000 UTC	2020-11-12 16:31:37.000000 UTC	Disabled
10192	11672	Teams.exe	0xb78d0ea15080	0	-	1	False	2020-11-12 16:31:37.000000 UTC	2020-11-12 16:37:37.000000 UTC	Disabled
3424	11672	Teams.exe	0xb78d0aa16080	0	-	1	False	2020-11-12 16:37:38.000000 UTC	2020-11-12 16:41:38.000000 UTC	Disabled
18584	11672	Teams.exe	0xb78d0de9b080	0	-	1	False	2020-11-12 16:41:39.000000 UTC	2020-11-12 16:47:39.000000 UTC	Disabled
19956	11672	Teams.exe	0xb78d0dc9c080	0	-	1	False	2020-11-12 16:47:39.000000 UTC	2020-11-12 16:53:39.000000 UTC	Disabled
11768	740	HxTsr.exe	0xb78d0b5f32c0	0	-	1	False	2020-11-12 16:53:16.000000 UTC	2020-11-12 16:53:19.000000 UTC	Disabled
1548	11672	Teams.exe	0xb78d0bed3080	0	-	1	False	2020-11-12 16:53:40.000000 UTC	2020-11-12 17:01:40.000000 UTC	Disabled
3800	11672	Teams.exe	0xb78d0efef2c0	0	-	1	False	2020-11-12 17:01:40.000000 UTC	2020-11-12 17:05:40.000000 UTC	Disabled
17816	11672	Teams.exe	0xb78d0eee8300	0	-	1	False	2020-11-12 17:05:41.000000 UTC	2020-11-12 17:11:41.000000 UTC	Disabled
384	11672	Teams.exe	0xb78d0b7f1080	0	-	1	False	2020-11-12 17:11:42.000000 UTC	2020-11-12 17:13:42.000000 UTC	Disabled
19572	11672	Teams.exe	0xb78d0c2c50c0	0	-	1	False	2020-11-12 17:13:42.000000 UTC	2020-11-12 17:17:42.000000 UTC	Disabled
19644	11672	Teams.exe	0xb78d0f2882c0	0	-	1	False	2020-11-12 17:17:43.000000 UTC	2020-11-12 17:25:43.000000 UTC	Disabled
4080	11672	Teams.exe	0xb78d00e1c300	0	-	1	False	2020-11-12 17:25:43.000000 UTC	2020-11-12 17:37:43.000000 UTC	Disabled
9800	11672	Teams.exe	0xb78d0547f2c0	0	-	1	False	2020-11-12 17:37:45.000000 UTC	2020-11-12 17:41:45.000000 UTC	Disabled
15152	11672	Teams.exe	0xb78cffdb6080	0	-	1	False	2020-11-12 17:41:45.000000 UTC	2020-11-12 17:43:45.000000 UTC	Disabled
12348	11672	Teams.exe	0xb78d0efec2c0	0	-	1	False	2020-11-12 17:43:45.000000 UTC	2020-11-12 17:45:45.000000 UTC	Disabled
14908	11672	Teams.exe	0xb78cf90ce0c0	0	-	1	False	2020-11-12 17:45:45.000000 UTC	2020-11-12 17:53:46.000000 UTC	Disabled
14308	11672	Teams.exe	0xb78d05c21080	0	-	1	False	2020-11-12 17:53:46.000000 UTC	2020-11-12 18:01:46.000000 UTC	Disabled
19624	11672	Teams.exe	0xb78d0caf40c0	0	-	1	False	2020-11-12 18:01:47.000000 UTC	2020-11-12 18:05:47.000000 UTC	Disabled
13276	11672	Teams.exe	0xb78d0b9e2080	0	-	1	False	2020-11-12 18:05:47.000000 UTC	2020-11-12 18:07:47.000000 UTC	Disabled
11096	11672	Teams.exe	0xb78cfec88080	0	-	1	False	2020-11-12 18:07:47.000000 UTC	2020-11-12 18:13:47.000000 UTC	Disabled
6976	11672	Teams.exe	0xb78d0904f080	0	-	1	False	2020-11-12 18:13:48.000000 UTC	2020-11-12 18:17:48.000000 UTC	Disabled
5976	11672	Teams.exe	0xb78d0bed9080	0	-	1	False	2020-11-12 18:14:23.000000 UTC	2020-11-12 18:14:23.000000 UTC	Disabled
14236	11672	Teams.exe	0xb78d0eff2080	0	-	1	False	2020-11-12 18:17:48.000000 UTC	2020-11-12 18:21:48.000000 UTC	Disabled
8792	11672	Teams.exe	0xb78d0b5f42c0	0	-	1	False	2020-11-12 18:21:49.000000 UTC	2020-11-12 18:23:49.000000 UTC	Disabled
1036	11672	Teams.exe	0xb78d0546e140	0	-	1	False	2020-11-12 18:23:49.000000 UTC	2020-11-12 18:25:49.000000 UTC	Disabled
20184	11672	Teams.exe	0xb78d0eddd0c0	0	-	1	False	2020-11-12 18:25:49.000000 UTC	2020-11-12 18:31:49.000000 UTC	Disabled
19504	11672	Teams.exe	0xb78cf89c4080	0	-	1	False	2020-11-12 18:31:50.000000 UTC	2020-11-12 18:33:50.000000 UTC	Disabled
14824	11672	Teams.exe	0xb78cf9898080	0	-	1	False	2020-11-12 18:33:50.000000 UTC	2020-11-12 18:37:50.000000 UTC	Disabled
6956	11672	Teams.exe	0xb78d09b3c080	0	-	1	False	2020-11-12 18:37:50.000000 UTC	2020-11-12 18:41:50.000000 UTC	Disabled
20472	11672	Teams.exe	0xb78d0aabb080	0	-	1	False	2020-11-12 18:41:51.000000 UTC	2020-11-12 18:47:51.000000 UTC	Disabled
18936	11672	Teams.exe	0xb78cf8a82080	0	-	1	False	2020-11-12 18:47:51.000000 UTC	2020-11-12 18:53:51.000000 UTC	Disabled
1544	11672	Teams.exe	0xb78d0da47080	0	-	1	False	2020-11-12 18:53:52.000000 UTC	2020-11-12 19:01:52.000000 UTC	Disabled
18060	11672	Teams.exe	0xb78cf77a0080	0	-	1	False	2020-11-12 19:01:52.000000 UTC	2020-11-12 19:03:52.000000 UTC	Disabled
13024	11672	Teams.exe	0xb78d0edc50c0	0	-	1	False	2020-11-12 19:03:53.000000 UTC	2020-11-12 19:05:53.000000 UTC	Disabled
16564	11672	Teams.exe	0xb78d09bf8080	0	-	1	False	2020-11-12 19:05:53.000000 UTC	2020-11-12 19:11:53.000000 UTC	Disabled
4988	11672	Teams.exe	0xb78d0b5c50c0	0	-	1	False	2020-11-12 19:11:53.000000 UTC	2020-11-12 19:13:53.000000 UTC	Disabled
13596	11672	Teams.exe	0xb78d0d39a080	0	-	1	False	2020-11-12 19:13:54.000000 UTC	2020-11-12 19:17:54.000000 UTC	Disabled
3280	11672	Teams.exe	0xb78d0aa15080	0	-	1	False	2020-11-12 19:17:54.000000 UTC	2020-11-12 19:21:54.000000 UTC	Disabled
20196	11672	Teams.exe	0xb78d0c4ef080	0	-	1	False	2020-11-12 19:21:54.000000 UTC	2020-11-12 19:33:54.000000 UTC	Disabled
404	11672	Teams.exe	0xb78d0cbd2080	0	-	1	False	2020-11-12 19:33:55.000000 UTC	2020-11-12 19:37:55.000000 UTC	Disabled
20420	11672	Teams.exe	0xb78d0ad8f300	0	-	1	False	2020-11-12 19:37:55.000000 UTC	2020-11-12 19:41:56.000000 UTC	Disabled
19844	11672	Teams.exe	0xb78d0cbc7300	0	-	1	False	2020-11-12 19:41:56.000000 UTC	2020-11-12 19:43:56.000000 UTC	Disabled
9264	11672	Teams.exe	0xb78d09fa4080	0	-	1	False	2020-11-12 19:43:56.000000 UTC	2020-11-12 19:51:56.000000 UTC	Disabled
10988	11672	Teams.exe	0xb78d0f1c9300	0	-	1	False	2020-11-12 19:51:57.000000 UTC	2020-11-12 19:53:57.000000 UTC	Disabled
19304	11672	Teams.exe	0xb78d0cbde300	0	-	1	False	2020-11-12 19:53:57.000000 UTC	2020-11-12 19:57:57.000000 UTC	Disabled
8604	11672	Teams.exe	0xb78d0a80c080	0	-	1	False	2020-11-12 19:57:57.000000 UTC	2020-11-12 20:01:57.000000 UTC	Disabled
19636	11672	Teams.exe	0xb78d0cdee2c0	0	-	1	False	2020-11-12 20:01:58.000000 UTC	2020-11-12 20:05:58.000000 UTC	Disabled
18796	11672	Teams.exe	0xb78d0bae60c0	0	-	1	False	2020-11-12 20:05:58.000000 UTC	2020-11-12 20:07:58.000000 UTC	Disabled
11136	11672	Teams.exe	0xb78d09d14300	0	-	1	False	2020-11-12 20:07:58.000000 UTC	2020-11-12 20:09:58.000000 UTC	Disabled
