Volatility 3 Framework 2.27.0

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x1a892c420a0	171	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	GPIOClx0101	Microsoft GPIO Class Extension Driver	\Driver\GPIOClx0101	System32\Drivers\msgpioclx.sys	-
0x1a892c44940	170	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	googledrivefs3229	googledrivefs3229	\FileSystem\googledrivefs3229	system32\DRIVERS\googledrivefs3229.sys	-
0x1a892c445b0	169	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	GoogleChromeElevationService	Google Chrome Elevation Service (GoogleChromeElevationService)	N/A	"C:\Program Files\Google\Chrome\Application\86.0.4240.193\elevation_service.exe"	-
0x1a892c413f0	168	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	genericusbfn	Generic USB Function Class	N/A	\SystemRoot\System32\DriverStore\FileRepository\genericusbfn.inf_amd64_53931f0ae21d6d2c\genericusbfn.sys	-
0x1a892c43fc0	167	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	gencounter	Microsoft Hyper-V Generation Counter	N/A	\SystemRoot\System32\drivers\vmgencounter.sys	-
0x1a892c43c30	166	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	fvevol	BitLocker Drive Encryption Filter Driver	\Driver\fvevol	System32\DRIVERS\fvevol.sys	-
0x1a892c43e90	165	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	FsDepends	File System Dependency Minifilter	N/A	System32\drivers\FsDepends.sys	-
0x1a892c438a0	164	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	FrameServer	Windows Camera Frame Server	N/A	%SystemRoot%\System32\svchost.exe -k Camera	-
0x1a892c42440	163	2980	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	FontCache	Windows Font Cache Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\FntCache.dll
0x1a892c41790	162	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	FltMgr	FltMgr	\FileSystem\FltMgr	system32\drivers\fltmgr.sys	-
0x1a892c44350	161	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	flpydisk	Floppy Disk Driver	N/A	\SystemRoot\System32\drivers\flpydisk.sys	-
0x1a892c43640	160	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	Filetrace	Filetrace	N/A	system32\drivers\filetrace.sys	-
0x1a892c439d0	159	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	FileInfo	File Information FS MiniFilter	\FileSystem\FileInfo	System32\drivers\fileinfo.sys	-
0x1a892c43770	158	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	FileCrypt	FileCrypt	\FileSystem\FileCrypt	system32\drivers\filecrypt.sys	-
0x1a892c378a0	157	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	fhsvc	File History Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\fhsvc.dll
0x1a892c41d00	156	5928	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	FDResPub	Function Discovery Resource Publication	C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\system32\fdrespub.dll
0x1a892c41ed0	155	1404	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	fdPHost	Function Discovery Provider Host	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\fdPHost.dll
0x1a892c41220	154	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	fdc	Floppy Disk Controller Driver	N/A	\SystemRoot\System32\drivers\fdc.sys	-
0x1a892c38220	153	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	Fax	Fax	N/A	%systemroot%\system32\fxssvc.exe	-
0x1a892c40270	152	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	fastfat	FAT12/16/32 File System Driver	\FileSystem\fastfat	-	-
0x1a892c38e00	151	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	exfat	exFAT File System Driver	\FileSystem\exfat	-	-
0x1a892c380f0	150	2400	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	EventSystem	COM+ Event System	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%systemroot%\system32\es.dll
0x1a892c40610	149	1804	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	EventLog	Windows Event Log	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	-
0x1a892c3fb30	148	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ErrDev	Microsoft Hardware Error Device Driver	N/A	\SystemRoot\System32\drivers\errdev.sys	-
0x1a892c38810	147	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	EntAppSvc	Enterprise App Management Service	N/A	%systemroot%\system32\svchost.exe -k appmodel -p	-
0x1a892c40440	146	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	embeddedmode	Embedded Mode	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\embeddedmodesvc.dll
0x1a892c3f220	145	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	EhStorTcgDrv	Microsoft driver for storage devices supporting IEEE 1667 and TCG protocols	N/A	System32\drivers\EhStorTcgDrv.sys	-
0x1a892c37fc0	144	N/A	SERVICE_BOOT_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	EhStorClass	Enhanced Storage Filter Driver	N/A	System32\drivers\EhStorClass.sys	-
0x1a892c37e90	143	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	EFS	Encrypting File System (EFS)	N/A	%SystemRoot%\System32\lsass.exe	%SystemRoot%\system32\efssvc.dll
0x1a892c3f050	142	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	edgeupdatem	Microsoft Edge Update Service (edgeupdatem)	N/A	"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /medsvc	-
0x1a892c3fd00	141	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	edgeupdate	Microsoft Edge Update Service (edgeupdate)	N/A	"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /svc	-
0x1a892c3f790	140	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ebdrv	QLogic 10 Gigabit Ethernet Adapter VBD	N/A	System32\drivers\evbda.sys	-
0x1a892c38cd0	139	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	Eaphost	Extensible Authentication Protocol	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\eapsvc.dll
0x1a892c400a0	138	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	DXGKrnl	LDDM Graphics Subsystem	\Driver\DXGKrnl	\SystemRoot\System32\drivers\dxgkrnl.sys	-
0x1a892c37180	137	3632	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	DusmSvc	Data Usage	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\dusmsvc.dll
0x1a892c40d50	136	17520	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DsSvc	Data Sharing Service	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\DsSvc.dll
0x1a892c3f960	135	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DsmSvc	Device Setup Manager	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\DeviceSetupManager.dll
0x1a892c407e0	134	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	drmkaud	Microsoft Trusted Audio Drivers	N/A	\SystemRoot\System32\drivers\drmkaud.sys	-
0x1a892c37d60	133	4608	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DPS	Diagnostic Policy Service	C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\dps.dll
0x1a892c3fed0	132	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	dot3svc	Wired AutoConfig	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\dot3svc.dll
0x1a892c3f5c0	131	6636	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DoSvc	Delivery Optimization	C:\WINDOWS\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\svchost.exe -k NetworkService -p	-
0x1a892c409b0	130	3184	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	Dnscache	DNS Client	C:\WINDOWS\system32\svchost.exe -k NetworkService -p	%SystemRoot%\system32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\dnsrslvr.dll
0x1a892c3f3f0	129	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	dmwappushservice	Device Management Wireless Application Protocol (WAP) Push message Routing Service	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\dmwappushsvc.dll
0x1a892c40b80	128	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	dmvsc	dmvsc	N/A	\SystemRoot\System32\drivers\dmvsc.sys	-
0x1a892c38ba0	127	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	DmEnrollmentSvc	Device Management Enrollment Service	N/A	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\Windows.Internal.Management.dll
0x1a892c3c0a0	126	1624	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DisplayEnhancementService	Display Enhancement Service	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\Microsoft.Graphics.Display.DisplayEnhancementService.dll
0x1a892c3b960	125	4376	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DispBrokerDesktopSvc	Display Policy Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\DispBroker.Desktop.dll
0x1a892c3b790	124	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	disk	Disk Driver	\Driver\disk	System32\drivers\disk.sys	-
0x1a892c37510	123	4568	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	DiagTrack	Connected User Experiences and Telemetry	C:\WINDOWS\System32\svchost.exe -k utcsvc -p	%SystemRoot%\System32\svchost.exe -k utcsvc -p	%SystemRoot%\system32\diagtrack.dll
0x1a892c3bd00	122	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	diagsvc	Diagnostic Execution Service	N/A	%SystemRoot%\System32\svchost.exe -k diagnostics	%systemroot%\system32\DiagSvc.dll
0x1a892c3b5c0	121	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	diagnosticshub.standardcollector.service	Microsoft (R) Diagnostics Hub Standard Collector Service	N/A	%SystemRoot%\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe	-
0x1a892c3b3f0	120	2368	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	Dhcp	DHCP Client	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\dhcpcore.dll
0x1a892c3c440	119	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Dfsc	DFS Namespace Client Driver	\FileSystem\Dfsc	System32\Drivers\dfsc.sys	-
0x1a892c386e0	118	2184	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DevQueryBroker	DevQuery Background Discovery Broker	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\DevQueryBroker.dll
0x1a892c3b220	117	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	DevicesFlowUserSvc	DevicesFlow	N/A	%SystemRoot%\system32\svchost.exe -k DevicesFlow	%SystemRoot%\System32\DevicesFlowBroker.dll
0x1a892c3cd50	116	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	DevicePickerUserSvc	DevicePicker	N/A	%SystemRoot%\system32\svchost.exe -k DevicesFlow	%SystemRoot%\System32\Windows.Devices.Picker.dll
0x1a892c3c270	115	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DeviceInstall	Device Install Service	N/A	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\umpnpmgr.dll
0x1a892c3c9b0	114	2212	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DeviceAssociationService	Device Association Service	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\das.dll
0x1a892c3b050	113	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	DeviceAssociationBrokerSvc	DeviceAssociationBroker	N/A	%SystemRoot%\system32\svchost.exe -k DevicesFlow -p	%SystemRoot%\System32\deviceaccess.dll
0x1a892c3bb30	112	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	defragsvc	Optimize drives	N/A	%SystemRoot%\system32\svchost.exe -k defragsvc	%Systemroot%\System32\defragsvc.dll
0x1a892c3c610	111	740	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	DcomLaunch	DCOM Server Process Launcher	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\rpcss.dll
0x1a892c3cb80	106	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	dam	Desktop Activity Moderator Driver	\Driver\dam	system32\drivers\dam.sys	-
0x1a892c385b0	105	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CSI2HostControllerDriver	Intel(R) CSI2 Host Controller services	\Driver\CSI2HostControllerDriver	\SystemRoot\System32\drivers\CSI2HostControllerDriver.sys	-
0x1a892c37c30	104	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	CscService	Offline Files	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\cscsvc.dll
0x1a892c34050	103	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CSC	Offline Files Driver	\Driver\CSC	system32\drivers\csc.sys	-
0x1a892c373e0	102	4520	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	CryptSvc	Cryptographic Services	C:\WINDOWS\system32\svchost.exe -k NetworkService -p	%SystemRoot%\system32\svchost.exe -k NetworkService -p	%SystemRoot%\system32\cryptsvc.dll
0x1a892c34960	101	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	CredentialEnrollmentManagerUserSvc	CredentialEnrollmentManagerUserSvc	N/A	%SystemRoot%\system32\CredentialEnrollmentManager.exe	-
0x1a892c35b80	100	4508	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	cplspcon	Intel(R) Content Protection HDCP Service	C:\WINDOWS\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHDCPSvc.exe	%SystemRoot%\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHDCPSvc.exe	-
0x1a892c357e0	99	5140	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	cphs	Intel(R) Content Protection HECI Service	C:\WINDOWS\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHeciSvc.exe	%SystemRoot%\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHeciSvc.exe	-
0x1a892c35610	98	4228	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	CoreMessagingRegistrar	CoreMessaging	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\coremessaging.dll
0x1a892c34790	97	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	ConsentUxUserSvc	ConsentUX	N/A	%SystemRoot%\system32\svchost.exe -k DevicesFlow	%SystemRoot%\System32\ConsentUxClient.dll
0x1a892c34ed0	96	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	condrv	Console Driver	\Driver\condrv	System32\drivers\condrv.sys	-
0x1a892c38480	95	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	COMSysApp	COM+ System Application	N/A	%SystemRoot%\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}	-
0x1a892c345c0	94	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CompositeBus	Composite Bus Enumerator Driver	\Driver\CompositeBus	\SystemRoot\System32\DriverStore\FileRepository\compositebus.inf_amd64_7500cffa210c6946\CompositeBus.sys	-
0x1a892c372b0	93	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	cnghwassist	CNG Hardware Assist algorithm provider	N/A	System32\DRIVERS\cnghwassist.sys	-
0x1a892c38940	92	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CNG	CNG	\Driver\CNG	System32\Drivers\cng.sys	-
0x1a892c37640	91	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CmBatt	Microsoft ACPI Control Method Battery Driver	\Driver\CmBatt	\SystemRoot\System32\drivers\CmBatt.sys	-
0x1a892c37b00	90	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	ClipSVC	Client License Service (ClipSVC)	N/A	%SystemRoot%\System32\svchost.exe -k wsappx -p	%SystemRoot%\System32\ClipSVC.dll
0x1a892c35440	89	6416	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	ClickToRunSvc	Microsoft Office Click-to-Run Service	"C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe" /service	"C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe" /service	-
0x1a892c35d50	88	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CLFS	Common Log (CLFS)	\Driver\CLFS	System32\drivers\CLFS.sys	-
0x1a892c37050	87	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	CldFlt	Windows Cloud Files Filter Driver	\FileSystem\CldFlt	system32\drivers\cldflt.sys	-
0x1a892c38350	86	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	circlass	Consumer IR Devices	N/A	\SystemRoot\System32\drivers\circlass.sys	-
0x1a892c379d0	85	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	CimFS	CimFS	\FileSystem\CimFS	-	-
0x1a892c37770	84	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	cht4vbd	Chelsio Virtual Bus Driver	N/A	\SystemRoot\System32\drivers\cht4vx64.sys	-
0x1a892c2f8a0	83	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	cht4iscsi	cht4iscsi	N/A	System32\drivers\cht4sx64.sys	-
0x1a892c306e0	82	2492	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	CertPropSvc	Certificate Propagation	C:\WINDOWS\system32\svchost.exe -k netsvcs	%SystemRoot%\system32\svchost.exe -k netsvcs	%SystemRoot%\System32\certprop.dll
0x1a892c350a0	81	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	cdrom	CD-ROM Driver	\Driver\cdrom	\SystemRoot\System32\drivers\cdrom.sys	-
0x1a892c2f770	80	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	CDPUserSvc	Connected Devices Platform User Service	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\CDPUserSvc.dll
0x1a892c34d00	79	7444	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	CDPSvc	Connected Devices Platform Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\CDPSvc.dll
0x1a892c34b30	78	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	cdfs	CD/DVD File System Reader	N/A	system32\DRIVERS\cdfs.sys	-
0x1a892c2fb00	77	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	cbdhsvc	Clipboard User Service	N/A	%SystemRoot%\system32\svchost.exe -k ClipboardSvcGroup -p	%SystemRoot%\System32\cbdhsvc.dll
0x1a892c359b0	76	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	CaptureService	CaptureService	N/A	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\CaptureService.dll
0x1a892c34220	75	18304	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	camsvc	Capability Access Manager Service	C:\WINDOWS\system32\svchost.exe -k appmodel -p	%SystemRoot%\system32\svchost.exe -k appmodel -p	%SystemRoot%\system32\CapabilityAccessManager.dll
0x1a892c35270	74	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CAD	Charge Arbitration Driver	\Driver\CAD	\SystemRoot\System32\drivers\CAD.sys	-
0x1a892c305b0	73	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	buttonconverter	Service for Portable Device Control devices	N/A	\SystemRoot\System32\drivers\buttonconverter.sys	-
0x1a892c2f640	72	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	bttflt	Microsoft Hyper-V VHDPMEM BTT Filter	N/A	System32\drivers\bttflt.sys	-
0x1a892c30e00	71	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	BTHUSB	Bluetooth Radio USB Driver	\Driver\BTHUSB	\SystemRoot\System32\drivers\BTHUSB.sys	-
0x1a892c30cd0	70	1344	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	bthserv	Bluetooth Support Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\bthserv.dll
0x1a892c33b30	69	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	BTHPORT	Bluetooth Port Driver	\Driver\BTHPORT	\SystemRoot\System32\drivers\BTHport.sys	-
0x1a892c2f180	68	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	BthPan	Bluetooth Device (Personal Area Network)	\Driver\BthPan	\SystemRoot\System32\drivers\bthpan.sys	-
